Label,Message
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,U're welcome... Caught u using broken english again...
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,Wish i were with you now!
ham,K..k.:)congratulation ..
ham,O was not into fps then.
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
ham,K.then any other special?
ham,o turns out i had stereo love on mi phone under the unknown album.
ham,Need a coffee run tomo?Can't believe it's that time of week already
ham,G.W.R
ham,Takin a shower now but yeah I'll leave when I'm done
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
ham,Me too! Have a lovely night xxx
ham,I cant pick the phone right now. Pls send a message
ham,Change windows logoff sound..
ham,Oh ok..
ham,I'm going out to buy mum's present ar.
ham,Holy living christ what is taking you so long
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,I dont know exactly could you ask chechi.
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,When did you get to the library
ham,Yes. It's all innocent fun. O:-)
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,"Sure, I'll see if I can come by in a bit"
ham,I am not having her number sir
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,All e best 4 ur driving tmr :-)
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
ham,Ok.ok ok..then..whats ur todays plan
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
ham,Ü ready then call me...
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
ham,"That's very rude, you on campus?"
ham,And now electricity just went out fml.
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,Is ur paper today in e morn or aft?
ham,"K, can I pick up another 8th when you're done?"
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
ham,Anything lar then ü not going home 4 dinner?
ham,Already one guy loving you:-.
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Otherwise had part time job na-tuition..
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,Try neva mate!!
ham,IM GONNA MISS U SO MUCH
ham,It's ok lar. U sleep early too... Nite...
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
ham,"Sorry, went to bed early, nightnight"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,"sure, but make sure he knows we ain't smokin yet"
ham,"It'll be tough, but I'll do what I have to"
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much."
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
ham,"K I'm ready,  &lt;#&gt; ?"
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham,What's up. Do you want me to come online?
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
ham,Have you got Xmas radio times. If not i will get it now
ham,I liked the new mobile
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,"Not yet chikku..going to room nw, i'm in bus.."
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,Fuck babe ... What happened to you ? How come you never came back?
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
ham,Gud mrng dear hav a nice day
ham,Another month. I need chocolate weed and alcohol.
ham,I re-met alex nichols from middle school and it turns out he's dealing!
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
ham,Not able to do anything.
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
ham,Big brother‘s really scraped the barrel with this shower of social misfits
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
ham,What you doing?how are you?
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,Haha... Hope ü can hear the receipt sound... Gd luck!
ham,My sister going to earn more than me da.
ham,"Since when, which side, any fever, any vomitin."
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,Yes princess! I want to make you happy...
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,Ok i go change also...
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,Shall i start from hear.
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
ham,I am joining today formally.Pls keep praying.will talk later.
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham,I was just callin to say hi. Take care bruv!
ham,"Oh yes, why is it like torture watching england?"
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"Sorry battery died, yeah I'm here"
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,How are you. Just checking up on you
ham,How r ü going to send it to me?
ham,"Sorry, I'll call later"
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
ham,hanks lotsly!
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
